C01-EAN_CODE;C03-COM_REF;REF PHY;C05-GLOBAL_BRAND;C06-COLOR;C07-NAME;Description;C09-COMPOSITION_MATERIAL;C10-PRODUCT_DIMENSIONS;C17-GENDER;C18-SIZE;C19-SEC_ATT;C20-WEB_SIZE;C21-RRP_WO_VAT;C21-RRP_WITH_VAT;special price
;MSV3255-40-NERO;MSV3255NE;LE MATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;40;1;;49;60;39
;MSV3255-40-TAN;MSV3255MAR;LE MATTO;Marrone;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;40;4;;49;60;39
;MSV3255-41-NERO;MSV3255NE;LE MATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;41;2;;49;60;39
;MSV3256-36-GHIACCIO;MSV3256ICE;LE MATTO;Ghiaccio;SANDALO DONNA;;tacco 7 cm;;WOMEN;36;1;;49;60;39
;MSV3256-36-NERO;MSV3256NE;LE MATTO;Nero;SANDALO DONNA;;tacco 7 cm;;WOMEN;36;3;;49;60;39
;MSV3256-37-NERO;MSV3256NE;LE MATTO;Nero;SANDALO DONNA;;tacco 7 cm;;WOMEN;37;1;;49;60;39
;MSV3256-38-GHIACCIO;MSV3256ICE;LE MATTO;Ghiaccio;SANDALO DONNA;;tacco 7 cm;;WOMEN;38;5;;49;60;39
;MSV3256-38-NERO;MSV3256NE;LE MATTO;Nero;SANDALO DONNA;;tacco 7 cm;;WOMEN;38;5;;49;60;39
;MSV3256-39-NERO;MSV3256NE;LE MATTO;Nero;SANDALO DONNA;;tacco 7 cm;;WOMEN;39;3;;49;60;39
;MSV3257-35- BIANCO;MSV3557BIA;LE MATTO;BIANCO;SANDALO DONNA;;tacco 7 cm;;WOMEN;35;4;;49;60;39
;MSV3257-35-GRANO;MSV3257GIA;LE MATTO;Giallo;SANDALO DONNA;;tacco 7 cm;;WOMEN;35;5;;49;60;39
;MSV3257-35-ROSSO;MSV3257RO;LE MATTO;ROSSO;SANDALO DONNA;;tacco 7 cm;;WOMEN;35;1;;49;60;39
;MSV3257-36- BIANCO;MSV3557BIA;LE MATTO;BIANCO;SANDALO DONNA;;tacco 7 cm;;WOMEN;36;8;;49;60;39
;MSV3257-36-GRANO;MSV3257GIA;LE MATTO;Giallo;SANDALO DONNA;;tacco 7 cm;;WOMEN;36;8;;49;60;39
;MSV3257-36-ROSSO;MSV3257RO;LE MATTO;ROSSO;SANDALO DONNA;;tacco 7 cm;;WOMEN;36;8;;49;60;39
;MSV3257-37- BIANCO;MSV3557BIA;LE MATTO;BIANCO;SANDALO DONNA;;tacco 7 cm;;WOMEN;37;14;;49;60;39
;MSV3257-37-GRANO;MSV3257GIA;LE MATTO;Giallo;SANDALO DONNA;;tacco 7 cm;;WOMEN;37;14;;49;60;39
;MSV3257-37-ROSSO;MSV3257RO;LE MATTO;ROSSO;SANDALO DONNA;;tacco 7 cm;;WOMEN;37;14;;49;60;39
;MSV3257-38- BIANCO;MSV3557BIA;LE MATTO;BIANCO;SANDALO DONNA;;tacco 7 cm;;WOMEN;38;20;;49;60;39
;MSV3257-38-GRANO;MSV3257GIA;LE MATTO;Giallo;SANDALO DONNA;;tacco 7 cm;;WOMEN;38;17;;49;60;39
;MSV3257-38-ROSSO;MSV3257RO;LE MATTO;ROSSO;SANDALO DONNA;;tacco 7 cm;;WOMEN;38;18;;49;60;39
;MSV3257-39- BIANCO;MSV3557BIA;LE MATTO;BIANCO;SANDALO DONNA;;tacco 7 cm;;WOMEN;39;10;;49;60;39
;MSV3257-39-GRANO;MSV3257GIA;LE MATTO;Giallo;SANDALO DONNA;;tacco 7 cm;;WOMEN;39;12;;49;60;39
;MSV3257-39-ROSSO;MSV3257RO;LE MATTO;ROSSO;SANDALO DONNA;;tacco 7 cm;;WOMEN;39;12;;49;60;39
;MSV3257-40- BIANCO;MSV3557BIA;LE MATTO;BIANCO;SANDALO DONNA;;tacco 7 cm;;WOMEN;40;7;;49;60;39
;MSV3257-40-GRANO;MSV3257GIA;LE MATTO;Giallo;SANDALO DONNA;;tacco 7 cm;;WOMEN;40;3;;49;60;39
;MSV3257-40-ROSSO;MSV3257RO;LE MATTO;ROSSO;SANDALO DONNA;;tacco 7 cm;;WOMEN;40;8;;49;60;39
;MSV3257-41- BIANCO;MSV3557BIA;LE MATTO;BIANCO;SANDALO DONNA;;tacco 7 cm;;WOMEN;41;5;;49;60;39
;MSV3257-41-GRANO;MSV3257GIA;LE MATTO;Giallo;SANDALO DONNA;;tacco 7 cm;;WOMEN;41;4;;49;60;39
;MSV3257-41-ROSSO;MSV3257RO;LE MATTO;ROSSO;SANDALO DONNA;;tacco 7 cm;;WOMEN;41;2;;49;60;39
;MSV3280-35-NERO;MSV3280NE;LE MATTO;Nero;SANDALO DONNA;;CHANEL TACCO 8 CM;;WOMEN;35;1;;49;60;39
;MSV3280-35-NUDE;MSV3280NU;LEMATTO;Nude;SANDALO DONNA;;CHANEL TACCO 8 CM;;WOMEN;35;1;;49;60;39
;MSV3280-36-NERO;MSV3280NE;LE MATTO;Nero;SANDALO DONNA;;CHANEL TACCO 8 CM;;WOMEN;36;5;;49;60;39
;MSV3280-36-NUDE;MSV3280NU;LE MATTO;Nude;SANDALO DONNA;;CHANEL TACCO 8 CM;;WOMEN;36;3;;49;60;39
;MSV3280-37-NERO;MSV3280NE;LE MATTO;Nero;SANDALO DONNA;;CHANEL TACCO 8 CM;;WOMEN;37;5;;49;60;39
;MSV3280-37-NUDE;MSV3280NU;LE MATTO;Nude;SANDALO DONNA;;CHANEL TACCO 8 CM;;WOMEN;37;6;;49;60;39
;MSV3280-38-NERO;MSV3280NE;LE MATTO;Nero;SANDALO DONNA;;CHANEL TACCO 8 CM;;WOMEN;38;9;;49;60;39
;MSV3280-38-NUDE;MSV3280NU;LE MATTO;Nude;SANDALO DONNA;;CHANEL TACCO 8 CM;;WOMEN;38;4;;49;60;39
;MSV3280-39-NERO;MSV3280NE;LE MATTO;Nero;SANDALO DONNA;;CHANEL TACCO 8 CM;;WOMEN;39;3;;49;60;39
;MSV3280-39-NUDE;MSV3280NU;LE MATTO;Nude;SANDALO DONNA;;CHANEL TACCO 8 CM;;WOMEN;39;5;;49;60;39
;MSV3280-40-NUDE;MSV3280NU;LE MATTO;Nude;SANDALO DONNA;;CHANEL TACCO 8 CM;;WOMEN;40;4;;49;60;39
;MSV3280-41-NUDE;MSV3280NU;LE MATTO;Nude;SANDALO DONNA;;CHANEL TACCO 8 CM;;WOMEN;41;1;;49;60;39
;MSV3281-35-BLU;MSV3285BLU;LE MATTO;Blu;SANDALO DONNA;;tacco 7 cm;;WOMEN;35;2;;49;60;39
;MSV3281-35-ROSSO;MSV3281RO;LE MATTO;Rosso;SANDALO DONNA;;tacco 7 cm;;WOMEN;35;2;;49;60;39
;MSV3281-36-BLU;MSV3285BLU;LE MATTO;Blu;SANDALO DONNA;;tacco 7 cm;;WOMEN;36;5;;49;60;39
;MSV3281-36-ROSSO;MSV3285BRO;LE MATTO;ROSSO;SANDALO DONNA;;tacco 7 cm;;WOMEN;36;5;;49;60;39
;MSV3281-37-BLU;MSV3285BLU;LE MATTO;Blu;SANDALO DONNA;;tacco 7 cm;;WOMEN;37;9;;49;60;39
;MSV3281-37-ROSSO;MSV3281RO;LE MATTO;Rosso;SANDALO DONNA;;tacco 7 cm;;WOMEN;37;8;;49;60;39
;MSV3281-38-BLU;MSV3285BLU;LE MATTO;Blu;SANDALO DONNA;;tacco 7 cm;;WOMEN;38;10;;49;60;39
;MSV3281-38-ROSSO;MSV3281RO;LE MATTO;Rosso;SANDALO DONNA;;tacco 7 cm;;WOMEN;38;11;;49;60;39
;MSV3281-39-BLU;MSV3285BLU;LE MATTO;Blu;SANDALO DONNA;;tacco 7 cm;;WOMEN;39;6;;49;60;39
;MSV3281-39-ROSSO;MSV3281RO;LE MATTO;Rosso;SANDALO DONNA;;tacco 7 cm;;WOMEN;39;2;;49;60;39
;MSV3281-40-BLU;MSV3285BLU;LE MATTO;Blu;SANDALO DONNA;;tacco 7 cm;;WOMEN;40;5;;49;60;39
;MSV3281-40-ROSSO;MSV3281RO;LE MATTO;Rosso;SANDALO DONNA;;tacco 7 cm;;WOMEN;40;4;;49;60;39
;MSV3281-41-BLU;MSV3285BLU;LE MATTO;Blu;SANDALO DONNA;;tacco 7 cm;;WOMEN;41;2;;49;60;39
;MSV3281-41-ROSSO;MSV3281RO;LE MATTO;Rosso;SANDALO DONNA;;tacco 7 cm;;WOMEN;41;2;;49;60;39
;MSV3283-35-CUOIO;MSV3283MAR;LE MATTO;Cuoio;SANDALO DONNA;;tacco 7 cm;;WOMEN;35;2;;49;60;39
;MSV3283-36-CUOIO;MSV3283MAR;LE MATTO;Cuoio;SANDALO DONNA;;tacco 7 cm;;WOMEN;36;5;;49;60;39
;MSV3283-36-NERO;MSV3283NE;LE MATTO;Nero;SANDALO DONNA;;tacco 7 cm;;WOMEN;36;4;;49;60;39
;MSV3283-37-CUOIO;MSV3283MAR;LE MATTO;Cuoio;SANDALO DONNA;;tacco 7 cm;;WOMEN;37;9;;49;60;39
;MSV3283-37-NERO;MSV3283NE;LE MATTO;Nero;SANDALO DONNA;;tacco 7 cm;;WOMEN;37;5;;49;60;39
;MSV3283-38-CUOIO;MSV3283MAR;LE MATTO;Cuoio;SANDALO DONNA;;tacco 7 cm;;WOMEN;38;11;;49;60;39
;MSV3283-38-NERO;MSV3283NE;LE MATTO;Nero;SANDALO DONNA;;tacco 7 cm;;WOMEN;38;4;;49;60;39
;MSV3283-39-CUOIO;MSV3283MAR;LE MATTO;Cuoio;SANDALO DONNA;;tacco 7 cm;;WOMEN;39;7;;49;60;39
;MSV3283-39-NERO;MSV3283NE;LE MATTO;Nero;SANDALO DONNA;;tacco 7 cm;;WOMEN;39;5;;49;60;39
;MSV3283-40-CUOIO;MSV3283MAR;LE MATTO;Cuoio;SANDALO DONNA;;tacco 7 cm;;WOMEN;40;5;;49;60;39
;MSV3283-41-CUOIO;MSV3283MAR;LE MATTO;Cuoio;SANDALO DONNA;;tacco 7 cm;;WOMEN;41;2;;49;60;39
;MSV3284-35-CUOIO;MSV3284MAR;LE MATTO;Marrone;SANDALO DONNA;;tacco 7 cm;;WOMEN;35;4;;49;60;39
;MSV3284-35-ROSSO;MSV3284RO;LE MATTO;ROSSO;SANDALO DONNA;;tacco 7 cm;;WOMEN;35;2;;49;60;39
;MSV3284-36-CUOIO;MSV3284MAR;LE MATTO;Marrone;SANDALO DONNA;;tacco 7 cm;;WOMEN;36;6;;49;60;39
;MSV3284-36-ROSSO;MSV3284RO;LE MATTO;ROSSO;SANDALO DONNA;;tacco 7 cm;;WOMEN;36;8;;49;60;39
;MSV3284-37-CUOIO;MSV3284MAR;LE MATTO;Marrone;SANDALO DONNA;;tacco 7 cm;;WOMEN;37;8;;49;60;39
;MSV3284-37-ROSSO;MSV3284RO;LE MATTO;ROSSO;SANDALO DONNA;;tacco 7 cm;;WOMEN;36;4;;49;60;39
;MSV3284-38-CUOIO;MSV3284MAR;LE MATTO;Marrone;SANDALO DONNA;;tacco 7 cm;;WOMEN;38;17;;49;60;39
;MSV3284-38-ROSSO;MSV3284RO;LE MATTO;ROSSO;SANDALO DONNA;;tacco 7 cm;;WOMEN;38;12;;49;60;39
;MSV3284-39-CUOIO;MSV3284MAR;LE MATTO;Marrone;SANDALO DONNA;;tacco 7 cm;;WOMEN;39;12;;49;60;39
;MSV3284-39-ROSSO;MSV3284RO;LE MATTO;ROSSO;SANDALO DONNA;;tacco 7 cm;;WOMEN;39;13;;49;60;39
;MSV3284-40-CUOIO;MSV3284MAR;LE MATTO;Marrone;SANDALO DONNA;;tacco 7 cm;;WOMEN;40;3;;49;60;39
;MSV3284-40-CUOIO;MSV3284MAR;LE MATTO;Marrone;SANDALO DONNA;;tacco 7 cm;;WOMEN;40;3;;49;60;39
;MSV3284-40-ROSSO;MSV3284RO;LE MATTO;ROSSO;SANDALO DONNA;;tacco 7 cm;;WOMEN;40;8;;49;60;39
;MSV3284-41-CUOIO;MSV3284MAR;LEMATTO;Marrone;SANDALO DONNA;;tacco 7 cm;;WOMEN;41;1;;49;60;39
;MSV3284-41-ROSSO;MSV3284RO;LE MATTO;ROSSO;SANDALO DONNA;;tacco 7 cm;;WOMEN;41;4;;49;60;39
;MSV3286-35-ROSSO;MSV3286RO;LE MATTO;Rosso;SANDALO DONNA;;tacco 7 cm;;WOMEN;35;2;;49;60;39
;MSV3286-36-GHIACCIO;MSV3286ICE;LE MATTO;ICE;SANDALO DONNA;;tacco 7 cm;;WOMEN;36;4;;49;60;39
;MSV3286-36-GHIACCIO;MSV3286ICE;LE MATTO;ICE;SANDALO DONNA;;tacco 7 cm;;WOMEN;36;4;;49;60;39
;MSV3286-36-NERO;MSV3286NE;LE MATTO;Nero;SANDALO DONNA;;tacco 7 cm;;WOMEN;36;4;;49;60;39
;MSV3286-36-ROSSO;MSV3286RO;LE MATTO;Rosso;SANDALO DONNA;;tacco 7 cm;;WOMEN;36;4;;49;60;39
;MSV3286-37-GHIACCIO;MSV3286ICE;LE MATTO;ICE;SANDALO DONNA;;tacco 7 cm;;WOMEN;37;7;;49;60;39
;MSV3286-37-NERO;MSV3286NE;LE MATTO;Nero;SANDALO DONNA;;tacco 7 cm;;WOMEN;37;4;;49;60;39
;MSV3286-37-ROSSO;MSV3286RO;LE MATTO;Rosso;SANDALO DONNA;;tacco 7 cm;;WOMEN;37;4;;49;60;39
;MSV3286-38-GHIACCIO;MSV3286ICE;LE MATTO;ICE;SANDALO DONNA;;tacco 7 cm;;WOMEN;38;7;;49;60;39
;MSV3286-38-NERO;MSV3286NE;LE MATTO;Nero;SANDALO DONNA;;tacco 7 cm;;WOMEN;38;6;;49;60;39
;MSV3286-38-ROSSO;MSV3286RO;LE MATTO;Rosso;SANDALO DONNA;;tacco 7 cm;;WOMEN;38;1;;49;60;39
;MSV3286-39-GHIACCIO;MSV3286ICE;LE MATTO;ICE;SANDALO DONNA;;tacco 7 cm;;WOMEN;39;5;;49;60;39
;MSV3286-39-NERO;MSV3286NE;LE MATTO;Nero;SANDALO DONNA;;tacco 7 cm;;WOMEN;39;4;;49;60;39
;MSV3286-39-ROSSO;MSV3286RO;LE MATTO;Rosso;SANDALO DONNA;;tacco 7 cm;;WOMEN;39;4;;49;60;39
;MSV3286-40-GHIACCIO;MSV3286ICE;LE MATTO;ICE;SANDALO DONNA;;tacco 7 cm;;WOMEN;40;3;;49;60;39
;MSV3286-40-NERO;MSV3286NE;LE MATTO;Nero;SANDALO DONNA;;tacco 7 cm;;WOMEN;40;1;;49;60;39
;MSV3286-40-ROSSO;MSV3286RO;LE MATTO;Rosso;SANDALO DONNA;;tacco 7 cm;;WOMEN;40;2;;49;60;39
;MSV3286-41-ROSSO;MSV3286RO;LE MATTO;Rosso;SANDALO DONNA;;tacco 7 cm;;WOMEN;41;1;;49;60;39
;MSV3290-35-CUOIO;MSV3290MAR;LE MATTO;Cuoio;SANDALO DONNA;;tacco 5 cm;;WOMEN;35;2;;49;60;39
;MSV3290-35-NERO;MSV3290NE;LE MATTO;Nero;SANDALO DONNA;;tacco 5 cm;;WOMEN;35;2;;49;60;39
;MSV3290-36-CUOIO;MSV3290MAR;LE MATTO;Cuoio;SANDALO DONNA;;tacco 5 cm;;WOMEN;36;3;;49;60;39
;MSV3290-36-NERO;MSV3290NE;LE MATTO;Nero;SANDALO DONNA;;tacco 5 cm;;WOMEN;36;3;;49;60;39
;MSV3290-37-CUOIO;MSV3290MAR;LE MATTO;Cuoio;SANDALO DONNA;;tacco 5 cm;;WOMEN;37;6;;49;60;39
;MSV3290-37-NERO;MSV3290NE;LE MATTO;Nero;SANDALO DONNA;;tacco 5 cm;;WOMEN;37;5;;49;60;39
;MSV3290-38-CUOIO;MSV3290MAR;LE MATTO;Cuoio;SANDALO DONNA;;tacco 5 cm;;WOMEN;38;7;;49;60;39
;MSV3290-38-NERO;MSV3290NE;LE MATTO;Nero;SANDALO DONNA;;tacco 5 cm;;WOMEN;38;8;;49;60;39
;MSV3290-39-CUOIO;MSV3290MAR;LE MATTO;Cuoio;SANDALO DONNA;;tacco 5 cm;;WOMEN;39;1;;49;60;39
;MSV3290-39-NERO;MSV3290NE;LE MATTO;Nero;SANDALO DONNA;;tacco 5 cm;;WOMEN;39;2;;49;60;39
;MSV3290-40-CUOIO;MSV3290MAR;LE MATTO;Cuoio;SANDALO DONNA;;tacco 5 cm;;WOMEN;40;1;;49;60;39
;MSV3290-40-NERO;MSV3290NE;LE MATTO;Nero;SANDALO DONNA;;tacco 5 cm;;WOMEN;40;3;;49;60;39
;MSV3293-35-NERO;MSV3293NE;LE MATTO;Nero;SANDALO DONNA;;tacco 5 cm;;WOMEN;35;2;;49;60;39
;MSV3293-36-NERO;MSV3293NE;LE MATTO;Nero;SANDALO DONNA;;tacco 5 cm;;WOMEN;36;3;;49;60;39
;MSV3293-37-NERO;MSV3293NE;LE MATTO;Nero;SANDALO DONNA;;tacco 5 cm;;WOMEN;37;1;;49;60;39
;MSV3293-38-NERO;MSV3293NE;LE MATTO;Nero;SANDALO DONNA;;tacco 5 cm;;WOMEN;38;1;;49;60;39
;MSV3293-39-CUOIO;MSV3293MAR;LE MATTO;MARRONE;SANDALO DONNA;;tacco 5 cm;;WOMEN;39;1;;49;60;39
;MSV3293-39-NERO;MSV3293NE;LE MATTO;Nero;SANDALO DONNA;;tacco 5 cm;;WOMEN;39;1;;49;60;39
;MSV3293-40-CUOIO;MSV3293MAR;LE MATTO;MARRONE;SANDALO DONNA;;tacco 5 cm;;WOMEN;40;1;;49;60;39
;MSV3294-35-BLU;MSV3294BLU;LEMATTO;BLU;SANDALO DONNA;;tacco 5 cm;;WOMEN;35;2;;49;60;39
;MSV3294-35-GHIACCIO;MSV3294ICE;LEMATTO;ICE;SANDALO DONNA;;tacco 5 cm;;WOMEN;35;2;;49;60;39
;MSV3294-36-BLU;MSV3294BLU;LEMATTO;BLU;SANDALO DONNA;;tacco 5 cm;;WOMEN;36;5;;49;60;39
;MSV3294-36-GHIACCIO;MSV3294ICE;LEMATTO;ICE;SANDALO DONNA;;tacco 5 cm;;WOMEN;36;4;;49;60;39
;MSV3294-37-BLU;MSV3294BLU;LEMATTO;BLU;SANDALO DONNA;;tacco 5 cm;;WOMEN;37;13;;49;60;39
;MSV3294-37-GHIACCIO;MSV3294ICE;LEMATTO;ICE;SANDALO DONNA;;tacco 5 cm;;WOMEN;37;8;;49;60;39
;MSV3294-38-BLU;MSV3294BLU;LEMATTO;BLU;SANDALO DONNA;;tacco 5 cm;;WOMEN;38;11;;49;60;39
;MSV3294-38-GHIACCIO;MSV3294ICE;LEMATTO;ICE;SANDALO DONNA;;tacco 5 cm;;WOMEN;38;9;;49;60;39
;MSV3294-39-BLU;MSV3294BLU;LEMATTO;BLU;SANDALO DONNA;;tacco 5 cm;;WOMEN;39;6;;49;60;39
;MSV3294-39-GHIACCIO;MSV3294ICE;LEMATTO;ICE;SANDALO DONNA;;tacco 5 cm;;WOMEN;39;5;;49;60;39
;MSV3294-40-BLU;MSV3294BLU;LEMATTO;BLU;SANDALO DONNA;;tacco 5 cm;;WOMEN;40;4;;49;60;39
;MSV3294-40-GHIACCIO;MSV3294ICE;LEMATTO;ICE;SANDALO DONNA;;tacco 5 cm;;WOMEN;40;4;;49;60;39
;MSV3294-41-BLU;MSV3294BLU;LEMATTO;BLU;SANDALO DONNA;;tacco 5 cm;;WOMEN;41;2;;49;60;39
;MSV3294-41-GHIACCIO;MSV3294ICE;LEMATTO;ICE;SANDALO DONNA;;tacco 5 cm;;WOMEN;41;2;;49;60;39
;MSV3295--36-GHIACCIO;MSV3295ICE;LEMATTO;ICE;SANDALO DONNA;;tacco 5 cm;;WOMEN;36;4;;49;60;39
;MSV3295--37-GHIACCIO;MSV3295ICE;LEMATTO;ICE;SANDALO DONNA;;tacco 5 cm;;WOMEN;37;8;;49;60;39
;MSV3295--39-GHIACCIO;MSV3295ICE;LEMATTO;ICE;SANDALO DONNA;;tacco 5 cm;;WOMEN;39;2;;49;60;39
;MSV3295-36-ROSSO;MSV3295RO;LE MATTO;Rosso;SANDALO DONNA;;tacco 5 cm;;WOMEN;36;4;;49;60;39
;MSV3295-37-ROSSO;MSV3295RO;LE MATTO;Rosso;SANDALO DONNA;;tacco 5 cm;;WOMEN;37;8;;49;60;39
;MSV3295-38-GHIACCIO;MSV3295ICE;LEMATTO;ICE;SANDALO DONNA;;tacco 5 cm;;WOMEN;38;10;;49;60;39
;MSV3295-38-ROSSO;MSV3295RO;LE MATTO;Rosso;SANDALO DONNA;;tacco 5 cm;;WOMEN;38;10;;49;60;39
;MSV3295-39-GHIACCIO;MSVV3295ICE;LEMATTO;ICE;SANDALO DONNA;;tacco 5 cm;;WOMEN;39;4;;49;60;39
;MSV3295-39-ROSSO;MSV3295RO;LE MATTO;Rosso;SANDALO DONNA;;tacco 5 cm;;WOMEN;39;6;;49;60;39
;MSV3295-40-ROSSO;MSV3295RO;LE MATTO;Rosso;SANDALO DONNA;;tacco 5 cm;;WOMEN;40;8;;49;60;39
;MSV3295-41-GHIACCIO;MSVV3295ICE;LEMATTO;ICE;SANDALO DONNA;;tacco 5 cm;;WOMEN;41;2;;49;60;39
;MSV5269-40-NERO;MSV5269NE;HOSIS;Nero;FRANCESINA DONNA VILLA SHOES NERO TACCO 50;;tacco 5 cm;;WOMEN;40;1;;59,9;73,1;39
;MSV5269-41-NERO;MSV5269NE;HOSIS;Nero;FRANCESINA DONNA VILLA SHOES NERO TACCO 50;;tacco 5 cm;;WOMEN;41;2;;59,9;73,1;39
;MSV5425-37-NERO;MSV5425NE;;NERO;FRANCESINA DONNA VILLA SHOES NERO TACCO 50;;PELLE;;WOMEN;37;1;;69;85;39
;;;;;;;;;;;;;;;
;MSV7340-35-NERO;MSV7340NE;;Nero;TRONCHETTO DONNA HOSIS;;PELLE;;WOMEN;35;1;;69;85;45
;MSV7344-35-T.MORO;MSV7344MAR;;Marrone;TRONCHETTO DONNA HOSIS;;PELLE;;WOMEN;35;1;;69;85;45
;MSV7344-37-T.MORO;MSV7344MAR;HOSIS;Marrone;TRONCHETTO DONNA HOSIS;;PELLE;;WOMEN;37;1;;69;85;45
;MSV7344-38-T.MORO;MSV7344MAR;;Marrone;TRONCHETTO DONNA HOSIS;;PELLE;;WOMEN;38;1;;69;85;45
;OBC1920-36-GRIGIO;OBC1920GRI;VILLA SHOES;GRigio;DECOLLETE' VILLA SHOES GRIGIO TACCO 90;;PELLE MADE IN ITALY;;WOMEN;36;2;;89;108,58;49
;OBC1920-36-NERO;OBC1920NE;VILLA SHOES;Nero;DECOLLETE' VILLA SHOES NERO TACCO 90;;PELLE MADE IN ITALY;;WOMEN;36;2;;89;108,58;49
;OBC1920-37-GRIGIO;OBC1920GRI;VILLA SHOES;GRigio;DECOLLETE' VILLA SHOES GRIGIO TACCO 90;;PELLE MADE IN ITALY;;WOMEN;37;1;;89;108,58;49
;OBC1920-37-NERO;OBC1920NE;VILLA SHOES;Nero;DECOLLETE' VILLA SHOES NERO TACCO 90;;PELLE MADE IN ITALY;;WOMEN;37;2;;89;108,58;49
;OBC1920-38-GRIGIO;OBC1920GRI;VILLA SHOES;GRigio;DECOLLETE' VILLA SHOES GRIGIO TACCO 90;;PELLE MADE IN ITALY;;WOMEN;38;4;;89;108,58;49
;OBC1920-38-NERO;OBC1920NE;VILLA SHOES;Nero;DECOLLETE' VILLA SHOES NERO TACCO 90;;PELLE MADE IN ITALY;;WOMEN;38;2;;89;108,58;49
;OBC1920-39-GRIGIO;OBC1920GRI;VILLA SHOES;Grigio;DECOLLETE' VILLA SHOES GRIGIO TACCO 90;;PELLE MADE IN ITALY;;WOMEN;39;2;;89;108,58;49
;OBC1920-39-NERO;OBC1920NE;VILLA SHOES;Nero;DECOLLETE' VILLA SHOES NERO TACCO 90;;PELLE MADE IN ITALY;;WOMEN;39;4;;89;108,58;49
;OBC1920-40-GRIGIO;OBC1920GRI;VILLA SHOES;GRigio;DECOLLETE' VILLA SHOES GRIGIO TACCO 90;;PELLE MADE IN ITALY;;WOMEN;40;3;;89;108,58;49
;OBC1920-40-NERO;OBC1920NE;VILLA SHOES;Nero;DECOLLETE' VILLA SHOES NERO TACCO 90;;PELLE MADE IN ITALY;;WOMEN;40;3;;89;108,58;49
;OBC1920-41-GRIGIO;OBC1920GRI;VILLA SHOES;GRigio;DECOLLETE' VILLA SHOES GRIGIO TACCO 90;;PELLE MADE IN ITALY;;WOMEN;41;;;89;108,58;49
;OBC1920-41-NERO;OBC1920NE;VILLA SHOES;Nero;DECOLLETE' VILLA SHOES NERO TACCO 90;;PELLE MADE IN ITALY;;WOMEN;41;1;;89;108,58;49
;ORM12-37-ORO;ORM12ORO;;ORO;;;PELLE MADE IN ITALY;;WOMEN;37;2;;;;
;ORM12-38-ORO;ORM12ORO;;ORO;;;PELLE MADE IN ITALY;;WOMEN;38;10;;89;108,58;55
;PRF1011-35-NERO;PRF1011NE;LEMATTO;Nero;STIVALE DONNA HOSIS;;PELLE;;WOMEN;35;2;;89;108,58;55
;PRF1011-35-NERO;PRF1011NE;LEMATTO;Nero;STIVALE DONNA HOSIS;;PELLE;;WOMEN;35;2;;89;108,58;55
;PRF1011-35-NERO;PRF1011NE;LEMATTO;Nero;STIVALE DONNA HOSIS;;PELLE;;WOMEN;35;2;;89;108,58;55
;PRF1011-36-NERO;PRF1011NE;LEMATTO;Nero;STIVALE DONNA HOSIS;;PELLE;;WOMEN;36;4;;89;108,58;55
;PRF1011-37-NERO;PRF1011NE;LEMATTO;Nero;STIVALE DONNA HOSIS;;PELLE;;WOMEN;37;6;;89;108,58;55
;PRF1011-38-NERO;PRF1011NE;LEMATTO;Nero;STIVALE DONNA HOSIS;;PELLE;;WOMEN;38;5;;89;108,58;55
;PRF1011-39-NERO;PRF1011NE;LEMATTO;Nero;STIVALE DONNA HOSIS;;PELLE;;WOMEN;39;5;;89;108,58;55
;PRF1011-40-NERO;PRF1011NE;LEMATTO;Nero;STIVALE DONNA HOSIS;;PELLE;;WOMEN;40;4;;89;108,58;55
;PRF1094-37-NERO;PRF1094NE;HOSIS;NERo;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;37;1;;59,9;73,1;34,9
;PRF1841-37-NERO;1841NE;;NERO;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;37;1;;59,9;73,1;34,9
;PRF5184-37-NERO;PRF5184NE;LEMATTO;Nero;;;PELLE;;WOMEN;37;1;;59,9;73,1;34,9
;PRF5184-38-NERO;PRF5184NE;LEMATTO;Nero;;;PELLE;;WOMEN;38;1;;59,9;73,1;34,9
;PRF5186-37-NERO;PRF5186NE;LEMATTO;Nero;;;PELLE;;WOMEN;37;1;;59,9;73,1;34,9
;PRF5186-38-NERO;PRF5186NE;LEMATTO;Nero;;;PELLE;;WOMEN;38;1;;59,9;73,1;34,9
;PRF5230-35-NERO;PRF5230NE;LEMATTO;Nero;;;PELLE;;WOMEN;35;2;;59,9;73,1;34,9
;PRF5230-36-NERO;PRF5230NE;LEMATTO;Nero;;;PELLE;;WOMEN;36;1;;59,9;73,1;34,9
;PRF5230-39-NERO;PRF5230NE;LEMATTO;Nero;;;PELLE;;WOMEN;39;5;;59,9;73,1;34,9
;PRF5240-39-NERO;PRF5240NE;LEMATTO;Nero;;;PELLE;;WOMEN;39;1;;59,9;73,1;34,9
;PRF5270-35-NERO;PRF5270NE;LEMATTO;Nero;;;PELLE;;WOMEN;35;2;;59,9;73,1;34,9
;PRF5270-37-NERO;PRF5270NE;LEMATTO;Nero;;;PELLE;;WOMEN;37;9;;59,9;73,1;34,9
